ratio_endeudamiento,porcentaje_gasto,gasto_mensual,score_crediticio,ingreso_mensual,deuda_total,edad,antiguedad_meses,frecuencia_compra,ultima_compra_dias,num_productos,hora_registro,tiene_tarjeta_credito_0,tiene_tarjeta_credito_1,genero_Femenino,genero_Masculino,genero_Otro,region_Centro,region_Norte,region_Sur,estado_civil_Casado,estado_civil_Divorciado,estado_civil_Soltero,canal_registro_App,canal_registro_Tienda,canal_registro_Web,dia_semana_registro_Domingo,dia_semana_registro_Jueves,dia_semana_registro_Lunes,dia_semana_registro_Martes,dia_semana_registro_Miercoles,dia_semana_registro_Sabado,dia_semana_registro_Viernes,tipo_plan,uso_app,abandono
-0.08733901997294502,0.08917516722928764,0.928654669486295,-1.6165937477591352,0.5299850254943799,0.5726826129551064,0.9958474397962764,1.2130203114539098,-0.7245983167944933,1.5891554449262042,0.0027652726533600514,1.5654556850854906,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
-1.1357853350322125,-1.2464349278656113,-0.6345277418185041,-0.28368585966237025,1.8823640895714844,-0.532574161827185,0.14153409228259214,0.1427292580348408,-0.35833897931070313,1.2029236750807597,0.7118095427457186,-0.21048610036282187,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0
0.0,4.3605596813373137e-16,-0.09119414188060229,1.852509377640877,5.16857190906438e-16,1.84904574064444,-0.02932857722014472,-1.5816285502514371,0.3741796956568772,0.4787391066205514,0.7118095427457186,-0.8024666955122594,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
2.4831827432783875,1.6138445518504165,0.13331539896234962,-1.7579039947293034,-1.633969859773782,1.3088361836355606,0.312396761785329,-1.5816285502514371,-1.2739873230201786,-0.16819910787056797,-0.7062789974389986,0.6774847923613344,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1
-0.39802983580178875,0.4649992228272852,0.6818640486871338,-1.4741948972810928,-0.2844892567841071,-0.5096803928792507,-0.9975503710689869,-1.373516400975507,-0.9077279855363883,0.971184613173493,0.0027652726533600514,-0.5064763979375406,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.39374152451559713,1.2831990327335692,1.8550711135316058,1.3298330682574242,0.0881181766134179,-0.25524954570955316,1.5653896714720659,-0.5707981109112052,0.3741796956568772,1.0773983498809903,-0.7062789974389986,0.8254799411486937,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2.4831827432783875,2.4894464896247035,0.9391807048739554,0.5523784766125771,-1.8552122216491873,1.0012736217877405,-0.7697334783986711,-1.0464830235419025,1.4729577081082477,1.5891554449262042,1.4208538128380772,-0.35848124915018126,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0
0.0532289094485654,1.705176176895031,0.7553136286549368,-0.9616090146906024,-1.3012207692146909,-0.7508249682214609,0.14153409228259214,0.3508414073107709,0.19105002691498213,0.30493481019010144,1.4208538128380772,-0.5064763979375406,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
0.0,4.3605596813373137e-16,0.4447249097336062,1.3514980642754766,5.16857190906438e-16,-0.6914602595163156,-0.6558250320635132,1.1535596973750726,-1.0908576542782835,-1.5006987138373513,-1.4153232675313572,0.9734750899360531,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0
-0.6262404741499032,1.813731156466517,0.626452665015508,-0.8703711236843198,-1.4399804325731764,-1.4845704089517535,-0.2571454698904605,0.17245956507425939,0.3741796956568772,0.33390219292850976,0.0027652726533600514,-0.5064763979375406,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1
2.4831827432783875,-1.1389162972010096,-1.8495793564138732,-1.8747939816078594,-1.259578477551917,1.84904574064444,0.7110763239583816,1.5697839959269329,-1.2739873230201786,-1.5779450678064402,1.4208538128380772,-1.5424424394490563,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0
-0.1796446102814956,1.8225199647730548,1.8550711135316058,1.852509377640877,-0.35371397007790406,-0.25745895913023087,-0.9405961479014079,-0.06538289124108927,0.19105002691498213,0.40149275265146256,-0.7062789974389986,1.1214702387234126,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1
-0.7463629616471746,-0.6234714637212397,0.06370271685749287,-0.6466988642023401,1.1242246939052603,-0.2670138863605832,-1.2253672637393027,1.42113246072984,0.7404390331406674,1.135333115357807,0.0027652726533600514,1.1214702387234126,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1
0.0674547926663786,-0.12224013222490451,-0.24382933373511143,-0.47593969214152876,-0.40118626050805656,0.03907021927366106,-0.4280081393931974,-1.076213330581321,1.6560873768501427,-1.037220590022818,-0.7062789974389986,-0.6544715467249,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0
0.1910661781006889,0.6091264171583886,1.572861009564806,-0.038555677733111866,0.30215927307065593,0.8488354766664199,0.9388932166286974,0.3805717143501895,-0.35833897931070313,-0.5351192892237402,-0.7062789974389986,1.5654556850854906,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0
-0.03382899240572084,0.7354160375106026,1.2851679255365889,1.5146877548586424,-0.10257103752319169,0.14747986590856257,-0.3140996930580395,-0.9572921024236468,-0.17520931056880804,-1.1144669439919068,0.0027652726533600514,1.269465387510772,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.8931407013443111,1.5846644624617063,0.6996202330547371,1.2118475472776655,-1.262671140919511,1.0856682596795693,1.1667101092990133,0.3508414073107709,0.19105002691498213,0.21803266197487645,0.0027652726533600514,0.529489643573975,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
